,Title,IMDB_ID,Date_of_Release,Genre,Cast,Plot summary,IMDB Rating,IMDB Votes,Released_Year
108,Jo Jeeta Wohi Sikandar,['0104561'],22 May 1992,"Comedy, Drama, Romance","Aamir Khan, Ayesha Jhulka, Deepak Tijori","A rich brat and a poor chap try to woo a girl, with their rivalry culminating in the most prestigious college event - the marathon cycle race.",8.2,"22,261",1992
109,Badlapur,['3678782'],20 Feb 2015,"Action, Crime, Drama","Varun Dhawan, Nawazuddin Siddiqui, Yami Gautam",Raghu begins walking a fine line between good and evil as he exacts violent revenge on two criminals who killed his family 15 years ago.,7.4,"22,634",2015
110,Masaan,['4635372'],24 Jun 2015,Drama,"Richa Chadha, Sanjay Mishra, Vicky Kaushal","Four lives intersect along the Ganges: a low caste boy hopelessly in love, a daughter ridden with the guilt of a sexual encounter ending in tragedy, a hapless father with fading morality, and a spirited child yearning for a family, long to escape the moral constructs of a small-town",8.2,"25,447",2015
111,Namastey London,['0795434'],23 Mar 2007,"Comedy, Drama, Romance","Akshay Kumar, Katrina Kaif, Rishi Kapoor","A man takes his thoroughly-British daughter to his home country, India. There, he arranges her marriage to someone she considers a fool. The daughter attempts to outwit them, but the groom quietly and patiently hatches his own plan.",7.1,"21,034",2007
112,Tiger Zinda Hai,['5956100'],22 Dec 2017,"Action, Adventure, Thriller","Salman Khan, Katrina Kaif, Anupriya Goenka","When a group of Indian and Pakistani nurses are held hostage in Iraq by a terrorist organization, a secret agent is drawn out of hiding to rescue them.",5.9,"26,505",2017
113,Rock On!!,['1230165'],29 Aug 2008,"Drama, Music","Arjun Rampal, Farhan Akhtar, Luke Kenny",Four friends reunite to relive their moments of glory as a rock band.,7.7,"21,297",2008
114,Bhool Bhulaiyaa,['0995031'],12 Oct 2007,"Comedy, Horror, Mystery","Akshay Kumar, Vidya Balan, Shiney Ahuja",,7.3,"23,253",2007
115,Koi... Mil Gaya,['0254481'],08 Aug 2003,"Action, Drama, Romance","Hrithik Roshan, Rekha, Preity Zinta","A developmentally disabled young man tries to continue the work his father did in communicating with extra-terrestrials from outer space, which leads to something miraculous and wonderful.",7.1,"22,148",2003
116,Dil To Pagal Hai,['0118983'],31 Oct 1997,"Comedy, Drama, Musical","Shah Rukh Khan, Madhuri Dixit, Karisma Kapoor","A grand musical about three passionate and dreamy characters: Rahul, Pooja and Nisha. Will their dreams come true? Will they find their true love?",7.0,"21,323",1997
117,Neerja,['5286444'],19 Feb 2016,"Biography, Drama, Thriller","Sonam Kapoor, Shabana Azmi, Yogendra Tikku","Neerja is a biopic and a cinematic representation of the dramatic events that unfolded on September 5th, 1986 when Pan Am Flight 73 from Bombay to New York was hijacked in transit at Jinnah International Airport in Karachi by Palestinian extremists from Abu Nidal's terrorist outfit. This is the story of Neerja Bhanot, a 22 year old part time model, who was the head purser on the flight. Neerja had escaped an abusive marriage at a very young age and as a life change, decided to become an air hostess, subsequently impressing everyone so much that they made her a purser. Throughout the horrifying situation, Neerja didn't succumb to her fears and instead she fought her personal demons from the past and from the minute the plane was hijacked, through the terrifying 17 hours to the grueling end, she used her courage, wits and compassion to make sure that the passengers were protected, going as far as to hiding the passports of the American passengers. Through her swift thinking and brave actions, she managed to save the lives of 359 passengers and crew on board out of 379, all at the cost of her own life.",7.6,"21,771",2016
118,Ae Dil Hai Mushkil,['4559006'],28 Oct 2016,"Drama, Music, Musical","Ranbir Kapoor, Aishwarya Rai Bachchan, Anushka Sharma","This story explores love - the shapes it takes, the ways it changes us and the exhilarating and often terrifying ride it takes us on. It is the journey of two characters, Alizeh and Ayan, as they navigate life, love and heartbreak.",5.8,"22,073",2016
119,Lakshya,['0323013'],18 Jun 2004,"Action, Drama, Romance","Hrithik Roshan, Preity Zinta, Amitabh Bachchan","An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.",7.9,"21,650",2004
120,Pyaar Ka Punchnama,['1926313'],20 May 2011,"Comedy, Drama, Romance","Kartik Aaryan, Raayo S. Bakhirta, Divyendu Sharma",Nishant starts dating Charu while his roommates Rajat and Vikrant already have girlfriends in Neha and Rhea respectively. Trouble starts when the guys feel that their girlfriends are dominating them.,7.6,"20,477",2011
121,Hindi Medium,['5764096'],19 May 2017,"Comedy, Drama","Irrfan Khan, Saba Qamar, Dishita Sehgal",A couple from Chandni Chowk aspire to give their daughter the best education and thus be a part of and accepted by the elite of Delhi.,7.9,"25,319",2017
122,Parmanu: The Story of Pokhran,['6826438'],25 May 2018,"Action, Drama, History","John Abraham, Boman Irani, Diana Penty","Ashwat Raina and his teammates arrive in Pokhran to re-conduct a confidential nuclear test, where they face challenges from the American Lacrosse satellite and local spies.",7.6,"22,001",2018
123,The Namesake,['0433416'],06 Apr 2007,Drama,"Kal Penn, Irrfan Khan, Tabu","American-born Gogol, the son of Indian immigrants, wants to fit in among his fellow New Yorkers, despite his family's unwillingness to let go of their traditional ways.",7.5,"19,901",2006
124,Secret Superstar,['6108090'],18 Oct 2017,"Drama, Music","Zaira Wasim, Meher Vij, Raj Arjun",A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.,7.8,"22,242",2017
125,Omkara,['0488414'],28 Jul 2006,"Action, Crime, Drama","Ajay Devgn, Kareena Kapoor, Saif Ali Khan",A politically-minded enforcer's misguided trust in his lieutenant leads him to suspect his wife of infidelity in this adaptation of Shakespeare's 'Othello'.,8.1,"19,894",2006
126,Ugly,['2882328'],26 Dec 2014,"Crime, Drama, Mystery","Rahul Bhatt, Ronit Roy, Tejaswini Kolhapure",The case of a missing girl takes us through a journey of human greed and brushes upon the egos and repressed emotions of the characters.,8.0,"20,998",2013
127,Hum Aapke Hain Koun...!,['0110076'],05 Aug 1994,"Comedy, Drama, Musical","Madhuri Dixit, Salman Khan, Mohnish Bahl","Prem and Nisha meet and fall in love at the wedding of their elder siblings, but their plans to be together are put in jeopardy when Nisha's sister dies, leaving behind a baby.",7.5,"20,124",1994
128,Sonu Ke Titu Ki Sweety,['7581902'],23 Feb 2018,"Comedy, Romance","Kartik Aaryan, Nushrat Bharucha, Sunny Singh Nijjar",,7.1,"20,384",2018
129,Wanted,['0493464'],27 Jun 2008,"Action, Crime, Thriller","Angelina Jolie, James McAvoy, Morgan Freeman","A frustrated office worker discovers that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities.",6.7,"370,887",2008
130,Jab Harry Met Sejal,['5997666'],04 Aug 2017,"Comedy, Drama, Romance","Shah Rukh Khan, Anushka Sharma, Björn Freiberg",A depressed middle-aged tour guide who lives in his own bubble gets another chance to experience and face reality through a chirpy girl.,5.3,"19,630",2017
131,Kabhi Alvida Naa Kehna,['0449999'],11 Aug 2006,"Drama, Romance","Shah Rukh Khan, Rani Mukerji, Amitabh Bachchan","Dev, a former football player is married to Rhea, a successful fashion editor. Maya is a kindergarten teacher who is married to Rishi, an outgoing event planner. These couples' lives intersect and they each question their own marriag",6.1,"18,848",2006
132,Rocket Singh: Salesman of the Year,['1434447'],11 Dec 2009,"Comedy, Drama","Ranbir Kapoor, Prem Chopra, Mukesh S. Bhatt","A story of a fresh graduate trying to find a balance between the maddening demands of the 'professional' way, and the way of his heart.",7.5,"19,577",2009
133,Black Friday,['0400234'],09 Feb 2007,"Action, Crime, Drama","Kay Kay Menon, Pawan Malhotra, Aditya Srivastav","A film about the investigations following the 1993 serial Bombay bomb blasts, told through the different stories of the people involved --police, conspirators, victims, middlemen.",8.5,"19,843",2004
134,Dhoom,['0422091'],27 Aug 2004,"Action, Crime, Drama","Abhishek Bachchan, John Abraham, Uday Chopra","A mysterious gang of bikers is on a robbing spree. ACP Jai gets Ali, a mechanic, to assist him in the case. With the clock ticking, it's up to them to nab the thieves red-handed.",6.7,"18,981",2004
135,Krrish,['0432637'],23 Jun 2006,"Action, Adventure, Sci-Fi","Hrithik Roshan, Priyanka Chopra Jonas, Rekha",,6.4,"19,514",2006
136,Tumbbad,['8239946'],12 Oct 2018,"Drama, Fantasy, Horror","Sohum Shah, Jyoti Malshe, Anita Date",A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,8.3,"35,055",2018
137,Kabhi Haan Kabhi Naa,['0110222'],25 Feb 1994,"Comedy, Drama, Music","Shah Rukh Khan, Suchitra Krishnamoorthi, Deepak Tijori",A dreamer falls for a girl who is in love with someone else and tries to create a rift between her and the man she loves.,7.8,"17,620",1994
138,Prem Ratan Dhan Payo,['3595298'],12 Nov 2015,"Action, Drama, Musical","Salman Khan, Sonam Kapoor, Neil Nitin Mukesh","Prem 'Dilwala' is a happy-go-lucky man who does Ramleelas (stage plays based on Lord Rama) in Ayodhya, India. He knows all the Shlokas by heart and the purity of the scriptures resonates in all his pranks and fun. All that he earns, he donates to a charitable fund which is run by Princess Maithili. He is enchanted by the simplicity of her nature, her leading a normal life and yet being brave enough to save people in the middle of floods. He sets out to meet her.",4.4,"20,603",2015
139,Welcome,['0488798'],21 Dec 2007,"Comedy, Romance","Akshay Kumar, Katrina Kaif, Nana Patekar","A man falls in love with a beautiful woman, but later discovers that her brothers are gangsters.",6.9,"20,060",2007
140,Thugs of Hindostan,['5970844'],08 Nov 2018,"Action, Adventure","Katrina Kaif, Aamir Khan, Amitabh Bachchan","Recruited by the East India Company, a local thug infiltrates a troop of patriotic bandits who plan to overthrow the British regime and reclaim their independence.",4.1,"18,355",2018
141,Guzaarish,['1438298'],19 Nov 2010,"Drama, Romance","Hrithik Roshan, Aishwarya Rai Bachchan, Shernaz Patel","Ethan, a magician rendered paralyzed in an accident, sets off a furor when he makes a petition to the court to end his own life.",7.5,"17,704",2010
142,Hum Dil De Chuke Sanam,['0150992'],18 Jun 1999,"Comedy, Drama, Musical","Aishwarya Rai Bachchan, Salman Khan, Ajay Devgn","Nandini has to choose between Sameer, the man who taught her to fall in love; and Vanraj, the man from whom she learnt how to abide and fulfill promises of love.",7.5,"17,843",1999
143,Jai Ho,['1188982'],24 Jan 2014,"Action, Drama","Salman Khan, Daisy Shah, Tabu","An upright ex-army man, Jai fights a solitary war against corruption and injustice. With a simple mantra to pay forward, he starts off by helping one person and forms an ever growing circle of people helping each other.",5.1,"18,747",2014
144,Simmba,['7212726'],28 Dec 2018,"Action, Comedy, Crime","Sam Nagar, Ranveer Singh, Sara Ali Khan","Simmba, a Corrupt Officer, enjoys all the perks of being an immoral and unethical police officer until a life-changing event forces him to choose the righteous path.",5.6,"19,632",2018
145,Toilet - Ek Prem Katha,['5785170'],11 Aug 2017,"Comedy, Drama","Akshay Kumar, Anupam Kher, Bhumi Pednekar","A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society.",7.2,"19,250",2017
146,Dum Laga Ke Haisha,['3495030'],27 Feb 2015,"Comedy, Drama, Romance","Ayushmann Khurrana, Bhumi Pednekar, Sanjay Mishra",Prem and his oversized wife Sandhya are supposed to spend a lifetime together. Will a regular arranged marriage turn out to be a perfect mismatch?,7.5,"18,655",2015
147,Kaminey,['1274295'],14 Aug 2009,"Action, Crime, Drama","Shahid Kapoor, Priyanka Chopra Jonas, Deb Mukherjee","Guddu and Charlie are identical twins born and raised in the slums of Mumbai. They dream of leaving the squalor behind and moving into a life of prosperity and dignity. Though they look alike, the two are as different as chalk and cheese. One lisps, the other stammers. One is an honest, diligent social worker while the other hedges bets at a racecourse. The brothers want nothing to do with each other. But when Charlie gets mixed up in a deadly get-rich-quick scheme and Guddu realizes that the love of his life has unwittingly put a price on his head, their lives begin to collide. They find themselves facing rogue politicians, drug dealers and crooked cops. As they uncover a sinister plot laid out by the 'political-police-underworld' nexus, their stories finally converge to a point when they realize they only have each other.",7.4,"16,815",2009
148,Baadshah,['0211934'],27 Aug 1999,"Action, Comedy, Crime","Shah Rukh Khan, Twinkle Khanna, Amrish Puri",A small time detective is mistaken as a CBI agent and gets embroiled in a deadly mission to save the Chief Minister from an assassination attempt.,6.9,"17,379",1999
149,Badla,['8130968'],08 Mar 2019,"Crime, Drama, Mystery","Amitabh Bachchan, Taapsee Pannu, Amrita Singh",,7.8,"24,818",2019
150,Tere Naam,['0374271'],15 Aug 2003,"Action, Drama, Romance","Salman Khan, Bhoomika Chawla, Sachin Khedekar","Problems arise when Radhey Mohan, a delinquent falls in love with a girl named Nirjara.",7.1,"17,770",2003
151,Once Upon a Time in Mumbaai,['1395054'],30 Jul 2010,"Action, Crime, Drama","Ajay Devgn, Emraan Hashmi, Kangana Ranaut","A smuggler rises to power in in 1970s Mumbai, a younger gangster seeks to overthrow him and a police officer is caught in the middle.",7.4,"16,785",2010
152,Jolly LLB,['2621000'],15 Mar 2013,"Comedy, Drama","Arshad Warsi, Amrita Rao, Boman Irani","Wanting to earn fame and fortune, a small time lawyer files a PIL for an infamous hit-and-run, and thus learns what it really is like to be a lawyer.",7.5,"18,680",2013
153,Oye Lucky! Lucky Oye!,['1292703'],28 Nov 2008,"Action, Comedy, Crime","Abhay Deol, Paresh Rawal, Neetu Chandra","Lovinder Singh, a thief now in custody and facing trial, reflects on his life of crime while the press reflect on how he managed to get away with so much before being arrested.",7.7,"16,971",2008
